importoaggiudicazione	importosommeliquidate	importo_lotto	cf_amministrazione	sa_cap	sa_citta	sa_descrizione_natura_giuridica	sa_indirizzo	sa_provincia	codice_stazione	categoriaprevalente	cig	cig_accordoquadro	cpv	descrizione_cpv	denominazione_cc	localita	n_aggiudicatari	n_partecipanti	id_gara	oggetto_gara	oggetto_lotto	gara_lotti	oggetto_princ	sceltacontraente	denominazione_amministrazione	modalita_realizzazione	luogo_istat	sigla_provincia	luogo_nuts	flag_escluso	motivo_esclusione	id_categoria_prevalente	descrizione_categoria	esecuzione_urgenza	oggetto_princ_contratto	procedura	stato_attuale	datainizio	dataultimazione	data_pubblicazione	data_stato	data_aggiudicazione_def
4600.0	4600.0	4600.0	91053080726	70029	SANTERAMO IN COLLE	ENTI PUBBLICI NON ECONOMICI	VIA F LLI KENNEDY     SN	IT-BA	DBE32825-734B-4EC8-AD07-AF77F1DA08F6	 	X0915846CD	 	 	 	PIETRO SETTE	tdb	1	2	 	assicurazione	assicurazione	 	 	PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO	 	 	 	 	 	 	 	 	 	N	SERVIZI	PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO	CREATA/O	2015-11-25	0000-01-01	0000-01-01	2015-11-21	0000-01-01
4600.0	4600.0	4600.0	91053080726	70029	SANTERAMO IN COLLE	ENTI PUBBLICI NON ECONOMICI	VIA F LLI KENNEDY     SN	IT-BA	DBE32825-734B-4EC8-AD07-AF77F1DA08F6	 	X0915846CD	 	 	 	PIETRO SETTE	tdb	1	2	 	assicurazione	assicurazione	 	 	PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO	 	 	 	 	 	 	 	 	 	N	SERVIZI	PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO	CREATA/O	2015-11-25	0000-01-01	0000-01-01	2015-11-21	0000-01-01
385.0	381.15	385.0	01668320151	20133	MILANO	FONDAZIONI	VIA CELORIA 11	IT-MI	1ADF80A3-CCB7-47EF-8BC0-6CC54E528231	 	X040B3AECA	 	 	 	DIREZIONE SANITARIA	tdb	1	1	 	farmaci ordine n. 9-1703/2013	farmaci ordine n. 9-1703/2013	 	 	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	 	 	 	 	 	 	 	 	 	N	FORNITURE	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	CREATA/O	2013-09-17	2013-09-17	0000-01-01	2013-10-02	0000-01-01
16200.0	0.0	0.0	01811110020	13100	VERCELLI	ENTI PUBBLICI NON ECONOMICI	CORSO MARIO ABBIATE 21	IT-VC	 	 	4001933395	 	33190000-8	DISPOSITIVI E PRODOTTI MEDICI VARI	PROVVEDITORATO ECONOMATO	tdb	1	3	3981176.0	PROCEDURA APERTA PER LA FORNITURA DI DISPOSITIVI MEDICI - PROTESI ESOFAGEE E GASTROINTESTINALI ED ACCESSORI PER ENDOSCOPIA DIGESTIVA - AREA SOVRAZONALE NO	FILI GUIDA TEFLONATI	Si	FORNITURE	PROCEDURA APERTA	AZIENDA SANITARIA LOCALE 'VC'	Accordo quadro/Convenzione	 	 	ITC12	N	 	FB	FORNITURA DI BENI	 	 	 	 	2013-09-01	2016-08-31	2012-03-06	0000-01-01	0000-01-01
210.56	208.46	210.56	01668320151	20133	MILANO	FONDAZIONI	VIA CELORIA 11	IT-MI	1ADF80A3-CCB7-47EF-8BC0-6CC54E528231	 	X0E0955B31	 	 	 	DIREZIONE SANITARIA	tdb	1	1	 	farmaci-ordine n.9-705/2013	farmaci-ordine n.9-705/2013	 	 	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	 	 	 	 	 	 	 	 	 	N	FORNITURE	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	CREATA/O	2013-04-09	2013-04-09	0000-01-01	2013-05-16	0000-01-01
10000.0	69.2	0.0	00775690019	10090	CASTIGLIONE TORINESE	ENTI PUBBLICI NON ECONOMICI	ST. S. GIUSEPPE BEATO COTTOLENGO 12	IT-TO	 	 	4662942D74	 	66600000-6	SERVIZI DI TESORERIA	AREA ECONOMICO FINANZIARIA	tdb	1	1	4596316.0	AFFIDAMENTO IN CONCESSIONE DEL SERVIZIO DI TESORERIA COMUNALE PER IL PERIODO 01/01/2013 - 31/12/2017	AFFIDAMENTO IN CONCESSIONE DEL SERVIZIO DI TESORERIA COMUNALE PER IL PERIODO 01/01/2013 - 31/12/2017	No	SERVIZI	PROCEDURA APERTA	COMUNE DI CASTIGLIONE TORINESE	Contratto di concessione di servizi e/o forniture	1068.0	IT-TO	 	N	 	FS	FORNITURA DI SERVIZI	 	 	 	 	2013-01-01	2017-12-31	2012-11-02	0000-01-01	0000-01-01
10350.0	0.0	0.0	01464630423	60126	ANCONA	ENTI PUBBLICI NON ECONOMICI	VIA CONCA N 71 -ANCONA	IT-AN	 	 	46250106FC	 	33190000-8	DISPOSITIVI E PRODOTTI MEDICI VARI	AZIENDA OSPEDALIERO UNIVERSITARIA OSPEDALI RIUNITI UMBERTO I - LANCISI - SALESI	tdb	1	3	4558042.0	DET 239/DG/2012 (MOD DET. 386/DG/2012) PROCEDURA APERTA FORNITURA DISPOSITIVI MEDICI PER GASTROENTEROLOGIA E ENDOSCOPIA DIGESTIVA	LOTTO 27 - SISTEMA PER LITOTRISSIA CALCOLI BILIARI COSTITUITO DA: BASKET, CAMICIA METALLICA PLURIUSO E MANICO LITOTRITORE PLURIUSO	Si	FORNITURE	PROCEDURA APERTA	AZ.OSP.UNIV.OSPEDALI RIUN.UMBERTO I-LANCISI-SALESI	Contratto d'appalto	42002.0	IT-AN	 	N	 	FB	FORNITURA DI BENI	 	 	 	 	2014-10-22	2018-10-21	2012-10-19	0000-01-01	0000-01-01
504.0	0.0	504.0	01464630423	60126	ANCONA	ENTI PUBBLICI NON ECONOMICI	VIA CONCA N 71 -ANCONA	IT-AN	E3C43311-6CB3-4A0F-8E15-4BB892B9CCD7	 	X0911759E5	 	 	 	AZIENDA OSPEDALIERO UNIVERSITARIA OSPEDALI RIUNITI UMBERTO I - LANCISI - SALESI	tdb	1	1	 	SOLUZIONE COLORANTE OFTALMICA	SOLUZIONE COLORANTE OFTALMICA	 	 	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	 	 	 	 	 	 	 	 	 	N	FORNITURE	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	CREATA/O	2014-11-05	0000-01-01	0000-01-01	2014-11-04	0000-01-01
19900.0	15792.8	19900.0	00302030374	40136	BOLOGNA	ENTI PUBBLICI NON ECONOMICI	VIA DI BARBIANO 1/10	IT-BO	4AC20016-5FFE-4D03-8BA0-504CD8A03342	 	X010E20E7A	 	 	 	SERVIZIO FARMACIA	tdb	1	1	 	Protesi ortopediche Stryker	Protesi ortopediche Stryker	 	 	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	 	 	 	 	 	 	 	 	 	N	FORNITURE	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	CREATA/O	2014-04-22	2014-10-29	0000-01-01	2014-04-22	0000-01-01
4450.0	0.0	4450.0	01464630423	60126	ANCONA	ENTI PUBBLICI NON ECONOMICI	VIA CONCA N 71 -ANCONA	IT-AN	E3C43311-6CB3-4A0F-8E15-4BB892B9CCD7	 	X121041795	 	 	 	AZIENDA OSPEDALIERO UNIVERSITARIA OSPEDALI RIUNITI UMBERTO I - LANCISI - SALESI	tdb	1	1	 	TUBO DRENAGGIO IN LATTICE - RDO MEPA 546052	TUBO DRENAGGIO IN LATTICE - RDO MEPA 546052	 	 	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	 	 	 	 	 	 	 	 	 	N	FORNITURE	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	CREATA/O	2014-08-01	0000-01-01	0000-01-01	2014-08-01	0000-01-01
28000.0	0.0	0.0	01464630423	60126	ANCONA	ENTI PUBBLICI NON ECONOMICI	VIA CONCA N 71 -ANCONA	IT-AN	 	 	4717659F59	 	33184200-5	PROTESI VASCOLARI	AZIENDA OSPEDALIERO UNIVERSITARIA OSPEDALI RIUNITI UMBERTO I - LANCISI - SALESI	tdb	1	1	4645855.0	DET 477/2012 FORNITURA ENDOPROTESI VASCOLARI - LOTTI DESERTI E NUOVI DISPOSITIVI	LOTTO 10 - CATETERE TUNNELLIZZATO MONOLUME, A LUNGA PERMANENZA CON CUFFIA, PER DIALISI, VARI DIAMETRI E LUNGHEZZE, ADULTO / PEDIATRICO, IN POLIURETANO DI NUOVA GENERAZIONE, CON TECNICA DI TUNNELLIZZAZIONE RETROGRADA E ANTEROGRADA CON ESTENSIONI ESTERNE RIMOVIBILI.	Si	FORNITURE	PROCEDURA APERTA	AZ.OSP.UNIV.OSPEDALI RIUN.UMBERTO I-LANCISI-SALESI	Contratto d'appalto	42002.0	IT-AN	 	N	 	FB	FORNITURA DI BENI	 	 	 	 	2013-12-01	2016-11-30	2012-11-27	0000-01-01	0000-01-01
33000.0	32661.0	33000.0	01464630423	60126	ANCONA	ENTI PUBBLICI NON ECONOMICI	VIA CONCA N 71 -ANCONA	IT-AN	E3C43311-6CB3-4A0F-8E15-4BB892B9CCD7	 	X08104DEDD	 	 	 	AZIENDA OSPEDALIERO UNIVERSITARIA OSPEDALI RIUNITI UMBERTO I - LANCISI - SALESI	tdb	1	1	 	Emtricitabina/rilpivirina cloridrato/tenofovir disoproxil fumarato: EVIPLERA	Emtricitabina/rilpivirina cloridrato/tenofovir disoproxil fumarato: EVIPLERA	 	 	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	 	 	 	 	 	 	 	 	 	N	FORNITURE	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	CREATA/O	2014-07-31	0000-01-01	0000-01-01	2014-09-22	0000-01-01
1694.0	0.0	1694.0	81065100026	13887	ZIMONE	ENTI PUBBLICI NON ECONOMICI	VIA P. LUCCA	IT-BI	5290C69E-E55A-4E96-BAA6-C431F366E518	 	X000AB1D62	 	 	 	UFFICIO AMMINISTRATIVO E/O FINANZIARIO	tdb	1	1	 	LAVORI SCAVO PER POSA TUBO DI RISCALDAMENTO	LAVORI SCAVO PER POSA TUBO DI RISCALDAMENTO	 	 	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	 	 	 	 	 	 	 	 	 	N	LAVORI	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	CREATA/O	0000-01-01	0000-01-01	0000-01-01	2013-09-11	0000-01-01
3561.0	2741.58	0.0	10771180014	10126	TORINO	ENTI OSPEDALIERI	CORSO BRAMANTE 88	IT-TO	 	 	47711605C8	 	33141000-0	MATERIALI MEDICI NON CHIMICI DI CONSUMO MONOUSO E MATERIALE DI CONSUMO EMATOLOGICO	S.C. APPROVVIGIONAMENTO CENTRALIZZATO DI BENI, SERVIZI E LAVORI	tdb	1	1	4697619.0	PROROGA FORNITURA DRENAGGI DI TIPO VARIO (DEL. 2057/10)	PROROGA DRENAGGI DI TIPO VARIO (DEL.2057/10) - DITTA SEDA	Si	FORNITURE	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	AZIENDA OSPEDALIERA CITTA' DELLA SALUTE E DELLA SCIENZA DI TORINO	Acquisizione in economia	 	 	ITC11	N	 	FB	FORNITURA DI BENI	 	 	 	 	2013-01-01	2013-03-31	2012-12-14	0000-01-01	0000-01-01
21161.25	0.0	0.0	10771180014	10126	TORINO	ENTI OSPEDALIERI	CORSO BRAMANTE 88	IT-TO	 	AA	4178341C0F	 	33140000-3	MATERIALI MEDICI	STRUTTURA COMPLESSA PROVVEDITORATO	tdb	1	1	4151114.0	FG/TC/P.A. PER LA FORNITURA DI STENT PER ENDOSCOPIA DIGESTIVA	LOTTO 2 - STENT GASTRO-DUODENALE NON RICOPERTO INTRACANALARE	Si	FORNITURE	PROCEDURA APERTA	AZIENDA OSPEDALIERA UNIVERSITARIA SAN GIOVANNI BATTISTA DI TORINO	Contratto d'appalto	 	 	ITC11	N	 	AA	ALTRO (Stazioni appaltanti con sistema di qualificazione proprio)	 	 	 	 	2015-07-15	2015-12-31	2012-05-03	0000-01-01	0000-01-01
21161.25	13312.0	0.0	10771180014	10126	TORINO	ENTI OSPEDALIERI	CORSO BRAMANTE 88	IT-TO	 	AA	4178341C0F	 	33140000-3	MATERIALI MEDICI	STRUTTURA COMPLESSA PROVVEDITORATO	tdb	1	7	4151114.0	FG/TC/P.A. PER LA FORNITURA DI STENT PER ENDOSCOPIA DIGESTIVA	LOTTO 2 - STENT GASTRO-DUODENALE NON RICOPERTO INTRACANALARE	Si	FORNITURE	PROCEDURA APERTA	AZIENDA OSPEDALIERA UNIVERSITARIA SAN GIOVANNI BATTISTA DI TORINO	Contratto d'appalto	 	 	ITC11	N	 	AA	ALTRO (Stazioni appaltanti con sistema di qualificazione proprio)	 	 	 	 	0000-01-01	0000-01-01	2012-05-03	0000-01-01	0000-01-01
21161.25	13312.0	0.0	10771180014	10126	TORINO	ENTI OSPEDALIERI	CORSO BRAMANTE 88	IT-TO	 	AA	4178341C0F	 	33140000-3	MATERIALI MEDICI	STRUTTURA COMPLESSA PROVVEDITORATO	tdb	1	7	4151114.0	FG/TC/P.A. PER LA FORNITURA DI STENT PER ENDOSCOPIA DIGESTIVA	LOTTO 2 - STENT GASTRO-DUODENALE NON RICOPERTO INTRACANALARE	Si	FORNITURE	PROCEDURA APERTA	AZIENDA OSPEDALIERA UNIVERSITARIA SAN GIOVANNI BATTISTA DI TORINO	Contratto d'appalto	 	 	ITC11	N	 	AA	ALTRO (Stazioni appaltanti con sistema di qualificazione proprio)	 	 	 	 	0000-01-01	0000-01-01	2012-05-03	0000-01-01	0000-01-01
16500.0	16500.0	0.0	01120620057	14100	ASTI	ENTI OSPEDALIERI	VIA CONTE VERDE 125	IT-AT	 	 	4827574018	 	33182000-9	APPARECCHI PER IL SOSTEGNO DELLE FUNZIONI CARDIACHE	SOC EVOLUZ. ATT. AZIEND. E APPROVVIGION. - SOS APPROVVIGIONAMENTI	tdb	1	1	4750504.0	AFFIDAMENTO IN NOLEGGIO DEFIBRILLATORE INDOSSABILE	AFFIDAMENTO IN NOLEGGIO DEFIBRILLATORE INDOSSABILE	No	FORNITURE	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	AZIENDA SANITARIA LOCALE AT	Contratto d'appalto	5005.0	IT-AT	 	N	 	FB	FORNITURA DI BENI	 	 	 	 	0000-01-01	0000-01-01	2013-01-02	0000-01-01	0000-01-01
17367024.0	2826.52	0.0	00394310833	98021	ALI' TERME	ENTI PUBBLICI NON ECONOMICI	VIA F CRISPI 287	IT-ME	 	 	0541562F15	 	60170000-0	NOLEGGIO DI VEICOLI PER TRASPORTO PASSEGGERI CON AUTISTA	UFFICIO TECNICO	tdb	1	1	587781.0	SERVIZIO DI NOLEGGIO A LUNGO TERMINE DI AUTOVEICOLI SENZA CONDUCENTE E DEI SERVIZI CONNESSI ED OPZIONALI PER LE PUBBLICHE AMMINISTRAZIONI AI SENSI DELL'ART. 26 LEGGE N. 488/1999 E S.M.I. E DELL'ART. 58 LEGGE N. 388/2000	LOTTO 2 - BERLINE MEDIE	N/D	FORNITURE	PROCEDURA APERTA	CONSIP SPA	Accordo quadro/Convenzione	 	 	IT	N	 	FB	FORNITURA DI BENI	 	 	 	 	2011-09-28	0000-01-01	2010-10-04	0000-01-01	2011-06-01
17367024.0	2826.52	0.0	00394310833	98021	ALI' TERME	ENTI PUBBLICI NON ECONOMICI	VIA F CRISPI 287	IT-ME	 	 	0541562F15	 	60170000-0	NOLEGGIO DI VEICOLI PER TRASPORTO PASSEGGERI CON AUTISTA	UFFICIO TECNICO	tdb	1	1	587781.0	SERVIZIO DI NOLEGGIO A LUNGO TERMINE DI AUTOVEICOLI SENZA CONDUCENTE E DEI SERVIZI CONNESSI ED OPZIONALI PER LE PUBBLICHE AMMINISTRAZIONI AI SENSI DELL'ART. 26 LEGGE N. 488/1999 E S.M.I. E DELL'ART. 58 LEGGE N. 388/2000	LOTTO 2 - BERLINE MEDIE	N/D	FORNITURE	PROCEDURA APERTA	CONSIP SPA	Accordo quadro/Convenzione	 	 	IT	N	 	FB	FORNITURA DI BENI	 	 	 	 	2011-09-28	0000-01-01	2010-10-04	0000-01-01	2011-06-01
2545.45	2545.45	0.0	80016110357	42032	BUSANA	ENTI PUBBLICI NON ECONOMICI	VIA DEL SASSO 3	IT-RE	 	 	48077622B6	 	63510000-7	SERVIZI DI AGENZIE DI VIAGGI E SERVIZI AFFINI	UFFICIO SEGRETERIA	tdb	1	1	4731274.0	VISITA D'ISTRUZIONE	VISITA D'ISTRUZIONE	No	SERVIZI	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	ISTITUTO COMPRENSIVO L. ARIOSTO	Acquisizione in economia	35007.0	IT-RE	 	N	 	FS	FORNITURA DI SERVIZI	 	 	 	 	2012-12-03	2012-12-13	2012-12-03	0000-01-01	0000-01-01
385.0	385.0	385.0	03818890109	16121	GENOVA	SOCIETA' PER AZIONI	VIA D'ANNUNZIO 27	IT-GE	76	 	X10109CEE2	 	 	 	UFFICIO TECNICO	tdb	1	1	 	AREA RIALZO - RIPARAZIONE  CANCELLO.	AREA RIALZO - RIPARAZIONE  CANCELLO.	 	 	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	 	 	 	 	 	 	 	 	 	N	LAVORI	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	CREATA/O	2014-09-17	2014-09-30	0000-01-01	2014-09-18	0000-01-01
1288.89	1288.89	1288.89	00452160344	43025	PALANZANO	ENTI PUBBLICI NON ECONOMICI	PIAZZA CARDINAL FERRARI, 1	IT-PR	2200	 	X1B0BD53ED	 	 	 	UFFICIO TECNICO COMUNALE	tdb	1	1	 	AFFIDAMENTO LAVORI DI RIPARAZIONE AUTOMEZZI COMUNALI	AFFIDAMENTO LAVORI DI RIPARAZIONE AUTOMEZZI COMUNALI	 	 	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	 	 	 	 	 	 	 	 	 	N	SERVIZI	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	CREATA/O	2013-11-27	2013-11-28	0000-01-01	2014-01-31	0000-01-01
1288.89	1288.89	1288.89	00452160344	43025	PALANZANO	ENTI PUBBLICI NON ECONOMICI	PIAZZA CARDINAL FERRARI, 1	IT-PR	2200	 	X1B0BD53ED	 	 	 	UFFICIO TECNICO COMUNALE	tdb	1	1	 	AFFIDAMENTO LAVORI DI RIPARAZIONE AUTOMEZZI COMUNALI	AFFIDAMENTO LAVORI DI RIPARAZIONE AUTOMEZZI COMUNALI	 	 	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	 	 	 	 	 	 	 	 	 	N	SERVIZI	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	CREATA/O	2013-11-27	2013-11-27	0000-01-01	2014-01-31	0000-01-01
2458.0	2458.0	2458.0	91020870043	12069	SANTA VITTORIA D'ALBA	ALTRI ENTI ED ISTITUTI CON PERSONALITA' GIURIDICA	VIA DELLO SPUMANTE N 10	IT-CN	3507AF13-100A-431E-BE09-3E078A311DDF	 	X01178F7E3	 	 	 	CARLO BERTERO	tdb	1	1	 	ACQUISTO MATERIALE INFORMATICO CON CONTRIBUTO CRB	ACQUISTO MATERIALE INFORMATICO CON CONTRIBUTO CRB	 	 	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	 	 	 	 	 	 	 	 	 	N	FORNITURE	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	CREATA/O	2016-02-16	2016-02-17	0000-01-01	2016-03-08	0000-01-01
328.0	328.0	328.0	00480530047	12100	CUNEO	ENTI PUBBLICI NON ECONOMICI	VIA ROMA 28	IT-CN	7CE143B5-A490-4455-89D0-574D235B2D77	 	X0D1975651	 	 	 	SETTORE RAGIONERIA	tdb	1	1	 	FORNITURA NASTRI STAMPANTE UFFICIO ANAGRAFE	FORNITURA NASTRI STAMPANTE UFFICIO ANAGRAFE	 	 	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	 	 	 	 	 	 	 	 	 	N	FORNITURE	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	CREATA/O	2016-05-02	2016-12-31	0000-01-01	2016-05-16	0000-01-01
2000.0	3500.0	0.0	00545720039	28070	TERDOBBIATE	ENTI PUBBLICI NON ECONOMICI	VIA ROMA 9	IT-NO	 	 	4608826B85	 	79631000-6	SERVIZI DI PERSONALE E DI FOGLIO PAGA	UFFICIO RAGIONERIA	tdb	1	1	4546106.0	SERVIZIO STIPENDI ANNO 2013	SERVIZIO STIPENDI ANNO 2013	No	SERVIZI	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	COMUNE DI TERDOBBIATE	Contratto d'appalto	3144.0	IT-NO	 	N	 	FS	FORNITURA DI SERVIZI	 	 	 	 	2012-10-09	2013-12-31	2012-10-09	0000-01-01	0000-01-01
2000.0	1126.56	0.0	00545720039	28070	TERDOBBIATE	ENTI PUBBLICI NON ECONOMICI	VIA ROMA 9	IT-NO	 	 	4608826B85	 	79631000-6	SERVIZI DI PERSONALE E DI FOGLIO PAGA	UFFICIO RAGIONERIA	tdb	1	1	4546106.0	SERVIZIO STIPENDI ANNO 2013	SERVIZIO STIPENDI ANNO 2013	No	SERVIZI	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	COMUNE DI TERDOBBIATE	Contratto d'appalto	3144.0	IT-NO	 	N	 	FS	FORNITURA DI SERVIZI	 	 	 	 	2012-10-09	2013-12-31	2012-10-09	0000-01-01	0000-01-01
339.55	0.0	339.55	81005790027	13871	VERRONE	ENTI PUBBLICI NON ECONOMICI	VIA CASTELLO 6	IT-BI	78046014-DA22-4B7D-BD0C-9FDF1E437C01	 	X16128E8ED	 	 	 	COMUNE DI VERRONE	tdb	1	1	 	Affidamento cottimo fiduciario dei lavori di riparazione palo pubblica illuminazione danneggiato a seguito di sinistro stradale	Affidamento cottimo fiduciario dei lavori di riparazione palo pubblica illuminazione danneggiato a seguito di sinistro stradale	 	 	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	 	 	 	 	 	 	 	 	 	N	SERVIZI	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	CREATA/O	0000-01-01	0000-01-01	0000-01-01	2015-01-14	0000-01-01
339.55	0.0	339.55	81005790027	13871	VERRONE	ENTI PUBBLICI NON ECONOMICI	VIA CASTELLO 6	IT-BI	78046014-DA22-4B7D-BD0C-9FDF1E437C01	 	X16128E8ED	 	 	 	COMUNE DI VERRONE	tdb	1	1	 	Affidamento cottimo fiduciario dei lavori di riparazione palo pubblica illuminazione danneggiato a seguito di sinistro stradale	Affidamento cottimo fiduciario dei lavori di riparazione palo pubblica illuminazione danneggiato a seguito di sinistro stradale	 	 	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	 	 	 	 	 	 	 	 	 	N	SERVIZI	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	CREATA/O	0000-01-01	0000-01-01	0000-01-01	2015-01-14	0000-01-01
339.55	0.0	339.55	81005790027	13871	VERRONE	ENTI PUBBLICI NON ECONOMICI	VIA CASTELLO 6	IT-BI	78046014-DA22-4B7D-BD0C-9FDF1E437C01	 	X16128E8ED	 	 	 	COMUNE DI VERRONE	tdb	1	1	 	Affidamento cottimo fiduciario dei lavori di riparazione palo pubblica illuminazione danneggiato a seguito di sinistro stradale	Affidamento cottimo fiduciario dei lavori di riparazione palo pubblica illuminazione danneggiato a seguito di sinistro stradale	 	 	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	 	 	 	 	 	 	 	 	 	N	SERVIZI	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	CREATA/O	0000-01-01	0000-01-01	0000-01-01	2015-01-14	0000-01-01
1350000.0	462726.0	0.0	02327910580	00143	ROMA	SOCIETA' PER AZIONI	VIA MARIO CARUCCI 99	IT-RM	 	 	4523015E0A	 	72267000-4	SERVIZI DI MANUTENZIONE E RIPARAZIONE DI SOFTWARE	APPROVVIGIONAMENTI	tdb	1	1	4465508.0	SERVIZIO MANUT. PRODOTTO ATTAHMATE REFLECTION WEB	SERVIZIO MANUT. PRODOTTO ATTAHMATE REFLECTION WEB	No	SERVIZI	PROCEDURA APERTA	SOGEI - SOCIET? GENERALE D'INFORMATICA SPA	Contratto d'appalto	58091.0	IT-RM	 	N	 	FS	FORNITURA DI SERVIZI	 	 	 	 	2015-01-01	2015-12-31	2012-09-19	0000-01-01	2012-11-21
2232.0	159.39	0.0	97231970589	00198	ROMA	ENTI PUBBLICI NON ECONOMICI	VIA PO N 14	IT-RM	 	 	3361154007	 	90721600-3	SERVIZI DI PROTEZIONE DALLE RADIAZIONI	UFFICIO CONTRATTI	tdb	1	1	3376150.0	SERVIZIO DOSIMETRICO INDIVIDUALE (RADIAZIONI IONIZZANTI) - DURATA SEI ANNI DAL 1°/7/2010	SERVIZIO DOSIMETRICO INDIVIDUALE (RADIAZIONI IONIZZANTI) - DURATA SEI ANNI DAL 1°/7/2010	No	SERVIZI	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	ISTITUTO NAZIONALE DI RICERCA PER GLI ALIMENTI E LA NUTRIZIONE	Acquisizione in economia	58091.0	IT-RM	 	N	 	FS	FORNITURA DI SERVIZI	 	 	 	 	2012-11-30	2016-05-31	2010-02-18	0000-01-01	0000-01-01
2232.0	159.39	0.0	97231970589	00198	ROMA	ENTI PUBBLICI NON ECONOMICI	VIA PO N 14	IT-RM	 	 	3361154007	 	90721600-3	SERVIZI DI PROTEZIONE DALLE RADIAZIONI	UFFICIO CONTRATTI	tdb	1	1	3376150.0	SERVIZIO DOSIMETRICO INDIVIDUALE (RADIAZIONI IONIZZANTI) - DURATA SEI ANNI DAL 1°/7/2010	SERVIZIO DOSIMETRICO INDIVIDUALE (RADIAZIONI IONIZZANTI) - DURATA SEI ANNI DAL 1°/7/2010	No	SERVIZI	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	ISTITUTO NAZIONALE DI RICERCA PER GLI ALIMENTI E LA NUTRIZIONE	Acquisizione in economia	58091.0	IT-RM	 	N	 	FS	FORNITURA DI SERVIZI	 	 	 	 	2012-11-30	2016-05-31	2010-02-18	0000-01-01	0000-01-01
125000.0	149790.0	0.0	80202230589	00184	ROMA	ENTI PUBBLICI NON ECONOMICI	PIAZZA VIMINALE	IT-RM	 	 	4752359AB3	 	30210000-4	MACCHINE PER L'ELABORAZIONE DI DATI (HARDWARE)	DIR. CENTR.  POLIZIA STRAD. FERR. DELLE COMUN. E PER I REP. SPEC. DELLA P. DI S. - SERV. POL. POSTALE E  DELLE COMUNICAZIONI	tdb	1	5	4679630.0	FORNITURA HARDWARE PER LE ESIGENZE INVESTIGATIVE DEL CNCPO	FORNITURA HARDWARE PER LE ESIGENZE INVESTIGATIVE DEL CNCPO	No	FORNITURE	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	MINISTERO INTERNO DIPARTIMENTO DELLA P.S.	Acquisizione in economia	58091.0	IT-RM	 	N	 	FB	FORNITURA DI BENI	 	 	 	 	2012-12-20	0000-01-01	2012-11-30	0000-01-01	2012-12-20
